,Name,Year,Genre,Main Cast,Sinopsis,Score,Content Rating,Genre,Network,img url,Episode
1286,The Eccentric Daughter-in-Law,2015,"Comedy, Romance, Drama, Family","Kim Da Som, Go Doo Shim, Ryu Soo Young, Kwak Hee Sung, Kim Yun Seo, Kim Sung Hwan","""Oh In Yeong is a former idol group singer. She belonged to a popular 4 member girl group, but, now, she isnt very popular anymore. In order to boost her flagging popularity, In Yeong agrees to appear in a television reality show that pairs up fake mothers- and daughters-in-law. While filming for the TV show, she meets her scripted mother-in-law Yang Chun Ja, a matriarch of a long-standing traditional clan. They end up hating each other on the show, but as fate would have it, the two later end up becoming mother and daughter-in-law for real."", up hating each other on the show, but as fate would have it, the two later end up becoming mother and daughter-in-law for real.",7.3,Not Yet Rated,"Living With In-laws,, Older Man/Younger Woman",Viki,https://i.mydramalist.com/3v5Emc.jpg?v=1,12 episodes
1287,Best Chicken,2019,"Food, Business, Comedy, Romance","Park Sun Ho, Kim So Hye, Joo Woo Jae, Lee Seung Hyub, Myung Gye Nam, Kim Seo Ra","A man works for a big company although his dream is to run a chicken restaurant. A woman who lives at a bathhouse that her late grandfather left behind, only leaves her home when she absolutely has to. She wants to become a webtoon writer. These two meet and grow with each other. ,",7.3,15+ - Teens 15 or older,"""Best Friends Relationship,"", Restaurant Setting,, Restaurateur Male Lead,, Webtoon Artist Male Lead,, ""Brothers Relationship,"", Chasing A Dream,, Absent Father,, Grandpa-Granddaughter Relationship,, Secret Crush,, Nice Male Lead",Viki,https://i.mydramalist.com/AvnE4c.jpg?v=1,12 episodes
1288,President,2010,"Drama, Political","Ha Hee Ra, Choi Soo Jong, Wang Ji Hye, Kim Heung Soo, Jay Kim, Sung Min","""Three months before the presidential nominating convention, Jang Il Joon, from the New Wave Party, declared his candidacy. On that same day, a woman died in a gas explosion in Sam Chuk. Yoo Min Ki, a documentary producer, heard of his mothers sudden death and headed back home. As he cast his mothers ashes in the sea, he thought of his childhood: his father always blurted out that Min Ki was not his son whenever he was drunk. After the funeral, Min Ki returned to Seoul and Jang Il Joon asked Min Ki to work as a PR agent to record the election campaign process. When Min Ki asked Il Joon why he was chosen, Il Joon confessed that Min Ki was his son. Min Ki soon begins to suspect that his mothers death was not an accident and that Il Joon had actually killed her. --KBS World"", "" his son whenever he was drunk. After the funeral, Min Ki returned to Seoul and Jang Il Joon asked Min Ki to work as a PR agent to record the election campaign process. When Min Ki asked Il Joon why he was chosen, Il Joon confessed that Min Ki was his son. Min Ki soon begins to suspect that his mothers death was not an accident and that Il Joon had actually killed her. --KBS World""",7.3,15+ - Teens 15 or older,"Death Of A Mother,, Elections,, Greed,, Slight Romance,, Political Intrigue,, Forbidden Love,, Family Relationship,, Blackmail,, Corruption,, Adapted From A Manga",Netflix,https://i.mydramalist.com/NrWlyc.jpg?v=1,20 episodes
1289,High Society,2015,"Business, Comedy, Romance, Melodrama","Uee, Sung Joon, Park Hyung Sik, Im Ji Yeon, Yoon Joo Sang, Go Doo Shim","Jang Yoon Ha is the youngest daughter of a chaebol (family-owned conglomeration). Even though her family is extremely wealthy, she holds a part-time job at a food market. She hides her background as an heiress and attempts to find a man that loves her for herself. ,",7.3,Not Yet Rated,"Second Chance Romance,, Steamy Kiss,, Sismance,, Rich Woman/Poor Man,, Seaside Setting,, Heiress Female Lead,, Ambitious Male Lead,, Smart Male Lead,, Mean Mother,, Antihero","SBS VOD, SBS World, Viki",https://i.mydramalist.com/5QDVec.jpg?v=1,16 episodes
1290,A Man Called God,2010,"Action, Adventure, Romance, Crime","Song Il Gook, Han Chae Young, Kim Min Jong, Han Go Eun, Yoo In Young, Jo Jin Woong","""Michael King vows to avenge his parents deaths. He believes that he can use his power as head of an underground drug kingpin to punish those who hurt him. However, his beliefs are shaken when he falls in love with a reporter named Jin Bo Bae. "",",7.3,15+ - Teens 15 or older,"Arrogant Male Lead,, Orphan Male Lead,, Betrayal,, Spy,, Adapted From A Manhwa,, Revenge,, Rich Male Lead",Netflix,https://i.mydramalist.com/xPNZNc.jpg?v=1,24 episodes
1291,Real School,2011,"Comedy, Youth, Sitcom","Shin Dong Ho, Kim Soo Yeon, Joo Ah Reum, Do Ji Han, Kim Kwang  Soo, Hong Yoon Hwa","A sitcom about a group of students who have a phobia of English. They are enrolled in a ""Secret Class"" that is known for a high success rate of teaching students English. Each student has their own \secrets\ and problems with studying English. ,",7.3,15+ - Teens 15 or older,"Phobia,, Student Female Lead,, Student Male Lead,, School Setting,, Teenager Female Lead,, Teenager Male Lead,, Teacher Supporting Character,, Language Learning",Netflix,https://i.mydramalist.com/9YYdWc.jpg?v=1,40 episodes
1292,"Sweet, Savage Family",2015,"Action, Comedy, Romance, Drama","Moon Jung Hee, Jung Joon Ho, Yoo  Sun, Jung Woong In, Kim Eung Soo, Jo Dal Hwan","At home, Tae Soo is a nurturing dad and devoted husband but, at work, he is a cold-blooded mobster who metes out punishment and engages in bloody turf battles. While he is a dutiful son to his mother and takes care of all of her needs, he is a middle-aged married man, who cannot depend on his own kids to do the same for him in his old age. He is also in an awkward situation in the gang where he takes orders from the former gang boss and kingmaker while his young gang lieutenants are angling for his job. Tae Soo is trying to do what is best for his family while he has to evade the authorities who keep tabs on his gang activities, waiting to pounce on him once they obtain hard evidence of his criminal activities. “What is so evil about being a mobster? It’s all about making a living!” That’s how Tae Soo sees it. , in an awkward situation in the gang where he takes orders from the former gang boss and kingmaker while his young gang lieutenants are angling for his job. Tae Soo is trying to do what is best for his family while he has to evade the authorities who keep tabs on his gang activities, waiting to pounce on him once they obtain hard evidence of his criminal activities. “What is so evil about being a mobster? It’s all about making a living!” That’s how Tae Soo sees it. ",7.3,15+ - Teens 15 or older,"MDL Remake,, Gangster Male Lead,, Family Relationship,, Blackmail,, Black Comedy,, Corruption,, Family",Viki,https://i.mydramalist.com/K52K8c.jpg?v=1,16 episodes
1293,Phoenix,2004,"Romance, Drama","Lee Eun Joo, Lee Seo Jin, Eric Mun, Jung Hye Young, Kim Bin Woo, Lee Yoo Jin","Love is timing. Love needs just the ""right time"". It\s not because you loved him or her less that you parted. Heaven brings you your soul mate when the time is just ""right"". Phoenix shows you this heaven\s work.\r \r There is a young couple who desperately fell in love but who couldn\t be together because the time wasn\t just right for them. Years pass by and these two meet again. And the trick of fortune switches their situation and environments. A daughter of a millionaire (Lee Eun Joo) has now become an helper suffering from the grim realities of life. On the other hand, an orphan self-supporting student (Lee Seo Jin) is now an accomplished wealthy businessman. \r \r Now these two people are looking at the world with different eyes. The childlike girl has finally learned the harshness of the world and the guy with once twisted mind has learned to enjoy the latitude of mind. In the end, these two start to understand each other, thus arriving at the ""right time"".\r \r (MBC Global Media), trick of fortune switches their situation and environments. A daughter of a millionaire (Lee Eun Joo) has now become an helper suffering from the grim realities of life. On the other hand, an orphan self-supporting student (Lee Seo Jin) is now an accomplished wealthy businessman. \r \r Now these two people are looking at the world with different eyes. The childlike girl has finally learned the harshness of the world and the guy with once twisted mind has learned to enjoy the latitude of mind. In the end, these two start to understand each other, thus arriving at the ""right time"".\r \r (MBC Global Media)",7.3,13+ - Teens 13 or older,"Riches To Rags,, Love Square,, Rich Man/Poor Woman,, First Love,, Businessman Male Lead,, Orphan Male Lead,, Soap Opera",Viki,https://i.mydramalist.com/M73nyc.jpg?v=1,26 episodes
1294,Borg Mom,2017,"Comedy, Sci-Fi, Fantasy","Yang Dong Geun, Park Han Byul, Choi Jung Won, Hwang Bo Ra, Jung Yi Rang, Choi Yeo Jin","Buckinghum nursery school is a highly-competitive preschool where wealthy Korean families send their children. One day, a mysterious mom appears at the school with her child. Choi Go Bong developed a cyborg in the image of his late wife and to test its AI abilities, he is tasking the cyborg to parent his son and mingle with other moms at the competitive preschool, which he considers to be the ultimate test for his top-secret creation. When cyborg mom joins the PTA at Buckinghum nursery school and becomes a member of the invite-only Stylish Mom club, which is a high-status social club consisting of Buckinghum PTA members, she challenges the moms who are engrossed in acquiring higher status and bragging rights with her logical reasoning. , his top-secret creation. When cyborg mom joins the PTA at Buckinghum nursery school and becomes a member of the invite-only Stylish Mom club, which is a high-status social club consisting of Buckinghum PTA members, she challenges the moms who are engrossed in acquiring higher status and bragging rights with her logical reasoning. ",7.3,15+ - Teens 15 or older,"Death Of A Mother,, Neighborhood Bullying,, Famous Male Lead,, Grief,, Energetic Female Lead,, Bright Female Lead,, Secret Crush,, Motherhood,, Mourning,, Family Relationship",Viki,https://i.mydramalist.com/W1wDpc.jpg?v=1,22 episodes
1295,Angel's Revenge,2014,"Romance, Drama, Melodrama","Park Jung Chul, Kwon Yool, Yoon So Yi, Moon Bo Ryung, Jung Yi Yeon, Gu Jae Yi","Lee Seon Yoo is training to become a nun. Right before she finally achieves her dream, she learns that her beloved older sister Jin Yoo has died. Jin Yoo was betrayed and killed by her lover, Jang Tae Jung. Tae Jung, a smart, good-looking man from a humble background, had committed himself to lure and marry a tycoon\s daughter ""against all odds,"" as part of an effort to get him into the upper class of society. Seon Yoo then meets Seo Ji Seok, an immature man from a rich family whose sister, Ji Hee, is married to Tae Jung. Ji Seok is at risk of losing the inherited family business to Tae Jung and Ji Hee since Ji Seok\s mother is the family patriarch\s second wife. To take revenge on the man responsible for her sister\s death, Seon Yoo gives up her dream of becoming a nun. She marries Ji Seok and becomes Tae Jung\s sister-in-law. Thus, Seon Yoo begins leading a double life: she pretends to be the ideal wife and daughter-in-law in front of the Seo family, and only takes off her mask in front of Tae Jung, proving she can be just as ruthless and vicious as Tae Jung. Seon Yoo wears her angel wings while hiding the dagger of revenge. , "" upper class of society. Seon Yoo then meets Seo Ji Seok, an immature man from a rich family whose sister, Ji Hee, is married to Tae Jung. Ji Seok is at risk of losing the inherited family business to Tae Jung and Ji Hee since Ji Seoks mother is the family patriarchs second wife. To take revenge on the man responsible for her sisters death, Seon Yoo gives up her dream of becoming a nun. She marries Ji Seok and becomes Tae Jungs sister-in-law. Thus, Seon Yoo begins leading a double life: she pretends to be the ideal wife and daughter-in-law in front of the Seo family, and only takes off her mask in front of Tae Jung, proving she can be just as ruthless and vicious as Tae Jung. Seon Yoo wears her angel wings while hiding the dagger of revenge. """,7.3,Not Yet Rated,"Religious Female Lead,, Immature Male Lead,, Car Accident,, Male Chases Female First,, Strong Female Lead,, Lying,, Revenge,, Rich Man/Poor Woman,, Pregnancy,, Neurodevelopmental Disorder",KBS World,https://i.mydramalist.com/O8qVQc.jpg?v=1,103 episodes
1296,All the Liquors,2023,"Food, Comedy, Romance","Kim Jun Hyung, Won Do Hyun, Jeong Ho Gyun, Roshin, Han Da Sol","Han Ji Yu is an employee on the marketing team of a liquor company. Park Ki Hoon, on the other hand, is a devilishly charming, skilful chef of a famous restaurant. When Ji Yu is asked to contact Ki Hoon’s restaurant in search of potential collaboration, he runs up against a few walls—namely, Ki Hoon’s flat-out refusal to sell any alcoholic drinks in his restaurant. But Ji Yu is not ready to just give up. What will he do to break the stubborn chef? Two men from different walks of life learn to open up to each other through the intoxicating power of love. , just give up. What will he do to break the stubborn chef? Two men from different walks of life learn to open up to each other through the intoxicating power of love. ",7.3,Not Yet Rated,"Drinking,, LGBTQ+,, Gay Romance,, Miniseries,, Chef Male Lead,, Gay Male Lead,, Short Length Series,, Clumsy Male Lead,, Restaurateur Male Lead,, Foodie Male Lead",Viki,https://i.mydramalist.com/QJ8zQv_4c.jpg?v=1,8 episodes
